number_of_reviews,minimum_nights,calculated_host_listings_count,room_type,price
0.0,0.5714285714285714,0.009316770186335404,1.0,30
0.8571428571428572,0.2857142857142857,0.0,0.0,40
0.14285714285714285,0.0,0.0031055900621118036,0.0,109
0.0,0.14285714285714285,1.0,0.5,228
0.14285714285714285,0.0,0.009316770186335404,1.0,28
0.2857142857142857,0.0,0.0031055900621118036,1.0,75
0.2857142857142857,0.14285714285714285,0.0031055900621118036,0.0,54
0.0,0.0,0.0031055900621118036,0.0,99
0.7142857142857142,0.14285714285714285,1.0,0.5,188
0.14285714285714285,0.5714285714285714,0.006211180124223604,0.0,65
0.14285714285714285,0.8571428571428572,0.012422360248447204,0.0,40
0.5714285714285714,0.0,0.009316770186335404,1.0,28
0.0,0.14285714285714285,1.0,0.5,215
0.14285714285714285,0.0,0.0,0.0,48
0.14285714285714285,0.2857142857142857,0.02173913043478261,0.0,59
1.0,0.14285714285714285,1.0,0.5,240
1.0,0.0,0.012422360248447204,0.5,139
0.2857142857142857,0.0,0.015527950310559004,0.5,299
0.7142857142857142,0.14285714285714285,1.0,0.5,185
0.7142857142857142,0.14285714285714285,1.0,0.5,230
0.14285714285714285,0.0,0.04037267080745341,0.0,135
0.0,0.8571428571428572,0.13043478260869565,0.0,55
0.2857142857142857,0.2857142857142857,0.0031055900621118036,0.0,85
0.0,0.0,0.04658385093167701,0.0,199
0.42857142857142855,0.14285714285714285,1.0,0.5,241
0.14285714285714285,0.14285714285714285,0.0,0.0,86
0.42857142857142855,0.14285714285714285,1.0,0.5,247
0.14285714285714285,0.42857142857142855,0.009316770186335404,0.0,59
0.7142857142857142,0.14285714285714285,1.0,0.5,230
0.7142857142857142,0.14285714285714285,0.0,0.0,50
0.0,0.0,0.0031055900621118036,0.0,90
0.0,0.0,0.08695652173913043,0.5,199
0.5714285714285714,0.5714285714285714,0.009316770186335404,0.0,60
0.2857142857142857,0.0,0.0,0.0,50
0.42857142857142855,0.14285714285714285,1.0,0.5,256
0.2857142857142857,0.14285714285714285,0.015527950310559004,0.0,45
0.7142857142857142,0.14285714285714285,1.0,0.5,243
0.42857142857142855,0.0,0.037267080745341616,1.0,27
0.14285714285714285,0.2857142857142857,0.0031055900621118036,0.0,85
0.14285714285714285,0.42857142857142855,0.0,0.0,79
0.2857142857142857,0.8571428571428572,0.02484472049689441,0.0,38
0.0,0.14285714285714285,0.0,1.0,25
0.14285714285714285,0.8571428571428572,0.015527950310559004,1.0,25
0.0,0.0,0.015527950310559004,0.0,230
